iinStart,iinEnd,type,subType
341142,,amex,credit
342562,,amex,credit
360218,,diners,credit
360324,,diners,credit
361766,,diners,credit
370245,,amex,credit
370266,,amex,credit
371240,,amex,credit
371241,371242,amex,credit
371270,,amex,credit
371312,,amex,credit
371318,,amex,credit
371331,,amex,credit
371340,,amex,credit
371348,,amex,credit
371380,,amex,credit
371389,,amex,credit
371403,,amex,credit
371512,,amex,credit
371515,,amex,credit
371525,,amex,credit
371530,,amex,credit
371537,,amex,credit
371538,,amex,credit
371543,,amex,credit
371549,,amex,credit
371553,371554,amex,credit
371556,371557,amex,credit
371559,,amex,credit
371560,,amex,credit
371566,,amex,credit
371567,,amex,credit
371571,,amex,credit
371576,,amex,credit
371700,,amex,credit
371701,,amex,credit
371702,,amex,credit
371704,,amex,credit
371706,,amex,credit
371708,,amex,credit
371725,,amex,credit
371726,,amex,credit
371727,,amex,credit
371736,,amex,credit
371737,,amex,credit
371741,,amex,credit
371746,,amex,credit
371754,,amex,credit
371758,,amex,credit
371782,,amex,credit
371826,,amex,credit
371867,,amex,credit
372077,,amex,credit
372170,,amex,credit
372312,,amex,credit
372321,,amex,credit
372341,,amex,credit
372342,,amex,credit
372358,,amex,credit
372379,,amex,credit
372392,,amex,credit
372395,,amex,credit
372397,,amex,credit
372408,,amex,credit
372448,,amex,credit
372523,,amex,credit
372525,,amex,credit
372527,,amex,credit
372528,372529,amex,credit
372532,,amex,credit
372533,372534,amex,credit
372557,,amex,credit
372559,,amex,credit
372583,,amex,credit
372584,,amex,credit
372588,,amex,credit
372589,,amex,credit
372658,,amex,credit
372684,,amex,credit
372715,,amex,credit
372720,,amex,credit
372725,,amex,credit
372738,,amex,credit
372741,,amex,credit
372760,,amex,credit
372794,,amex,credit
372813,,amex,credit
372816,,amex,credit
372837,,amex,credit
372878,,amex,credit
372890,,amex,credit
372898,,amex,credit
373039,,amex,credit
373128,,amex,credit
373137,,amex,credit
373190,,amex,credit
373216,,amex,credit
373278,,amex,credit
373320,,amex,credit
373391,,amex,credit
373394,,amex,credit
373470,,amex,credit
373497,,amex,credit
373498,,amex,credit
373728,,amex,credit
373735,,amex,credit
373737,,amex,credit
374188,,amex,credit
374322,,amex,credit
374350,,amex,credit
374355,,amex,credit
374391,,amex,credit
374424,,amex,credit
374614,,amex,credit
374629,,amex,credit
374632,,amex,credit
374716,,amex,credit
374720,,amex,credit
375001,,amex,credit
375080,,amex,credit
375081,,amex,credit
375135,,amex,credit
375138,,amex,credit
375415,,amex,credit
375417,,amex,credit
375699,,amex,credit
376013,,amex,credit
376014,,amex,credit
376064,,amex,credit
376066,,amex,credit
376073,376074,amex,credit
376212,,amex,credit
376402,,amex,credit
376418,,amex,credit
376437,,amex,credit
376439,,amex,credit
376442,,amex,credit
376444,,amex,credit
376446,,amex,credit
376449,,amex,credit
376451,,amex,credit
376458,,amex,credit
376464,,amex,credit
376466,,amex,credit
376469,,amex,credit
376473,,amex,credit
376475,,amex,credit
376489,,amex,credit
376493,,amex,credit
376522,,amex,credit
376523,,amex,credit
376525,376526,amex,credit
376528,376529,amex,credit
376601,,amex,credit
376618,,amex,credit
376623,,amex,credit
376627,,amex,credit
376628,,amex,credit
376629,,amex,credit
376650,,amex,credit
376653,,amex,credit
376654,,amex,credit
376659,,amex,credit
376660,,amex,credit
376662,,amex,credit
376669,,amex,credit
376689,,amex,credit
376706,,amex,credit
376718,,amex,credit
376727,,amex,credit
376728,,amex,credit
376730,,amex,credit
376731,,amex,credit
376740,,amex,credit
376746,,amex,credit
376750,376751,amex,credit
376762,376764,amex,credit
376767,,amex,credit
376770,,amex,credit
376772,,amex,credit
376781,376782,amex,credit
376790,376791,amex,credit
376792,,amex,credit
376916,,amex,credit
376945,,amex,credit
377038,377039,amex,credit
377064,,amex,credit
377130,,amex,credit
377132,,amex,credit
377169,,amex,credit
377212,,amex,credit
377214,,amex,credit
377229,377230,amex,credit
377231,,amex,credit
377232,,amex,credit
377234,,amex,credit
377239,,amex,credit
377240,,amex,credit
377257,,amex,credit
377262,,amex,credit
377264,,amex,credit
377266,,amex,credit
377267,,amex,credit
377269,,amex,credit
377289,,amex,credit
377292,,amex,credit
377293,,amex,credit
377295,,amex,credit
377297,,amex,credit
377299,,amex,credit
377675,,amex,credit
377747,,amex,credit
377783,,amex,credit
377790,,amex,credit
377791,,amex,credit
377792,,amex,credit
377847,,amex,credit
377852,,amex,credit
378201,,amex,credit
378260,,amex,credit
378264,,amex,credit
378266,,amex,credit
378296,,amex,credit
378312,,amex,credit
378340,,amex,credit
378360,,amex,credit
378363,,amex,credit
378727,,amex,credit
378750,,amex,credit
379183,,amex,credit
379362,,amex,credit
379443,,amex,credit
379470,,amex,credit
379483,,amex,credit
379486,,amex,credit
379607,,amex,credit
379611,379612,amex,credit
379616,,amex,credit
379617,,amex,credit
379626,,amex,credit
379643,,amex,credit
379651,,amex,credit
379715,,amex,credit
379728,,amex,credit
379734,,amex,credit
379744,,amex,credit
400022,,visa,debit
400163,,visa,debit
400177,,visa,debit
400178,,visa,debit
400185,,visa,debit
400217,,visa,credit
400218,,visa,debit
400247,,visa,credit
400248,,visa,credit
400252,,visa,credit
400344,,visa,credit
400388,,visa,credit
400390,,visa,credit
400544,,visa,debit
400548,,visa,debit
400614,,visa,credit
400652,,visa,credit
400770,,visa,credit
400819,,visa,debit
400970,,visa,credit
400998,,visa,debit
401105,,visa,debit
401108,,visa,credit
401154,,visa,debit
401171,,visa,debit
401174,,visa,debit
401178,,visa,credit
401197,,visa,debit
401350,,visa,debit
401370,,visa,credit
401378,,visa,debit
401398,,visa,credit
401538,,visa,debit
401684,,visa,credit
401719,,visa,debit
401723,,visa,credit
401777,,visa,debit
401795,,visa,debit
401804,,visa,credit
401901,,visa,credit
401940,,visa,credit
401982,,visa,debit
402017,,visa,debit
402020,,visa,debit
402029,,visa,credit
402047,,visa,debit
402049,,visa,debit
402066,,visa,debit
402140,,visa,debit
402173,,visa,debit
402203,,visa,debit
402278,,visa,credit
402310,,visa,credit
402318,,visa,credit
402360,,visa,debit
402367,,visa,debit
402396,,visa,credit
402400,,visa,credit
402411,,visa,credit
402464,,visa,debit
402506,,visa,credit
402582,,visa,credit
402590,,visa,credit
402650,,visa,credit
402707,,visa,credit
402766,,visa,debit
402814,,visa,credit
402826,,visa,credit
402918,,visa,credit
402944,,visa,debit
402988,,visa,credit
403003,,visa,credit
403116,,visa,credit
403121,,visa,debit
403142,,visa,debit
403149,,visa,credit
403160,,visa,debit
403164,,visa,debit
403213,,visa,credit
403216,,visa,credit
403217,,visa,credit
403225,,visa,credit
403240,,visa,debit
403247,,visa,credit
403254,,visa,credit
403265,,visa,credit
403283,,visa,debit
403284,,visa,debit
403357,,visa,debit
403461,,visa,debit
403486,,visa,debit
403490,,visa,debit
403493,,visa,debit
403495,,visa,debit
403497,,visa,debit
403541,,visa,credit
403623,,visa,debit
403647,,visa,credit
403655,,visa,debit
403690,,visa,credit
403710,,visa,debit
403766,,visa,credit
403769,,visa,credit
403784,,visa,credit
403808,,visa,debit
403995,,visa,debit
404206,,visa,debit
404215,,visa,debit
404280,,visa,credit
404308,,visa,credit
404360,,visa,credit
404389,,visa,debit
404507,,visa,credit
404594,,visa,debit
404601,,visa,credit
404658,,visa,credit
404673,,visa,credit
404688,,visa,debit
404834,,visa,debit
405071,,visa,credit
405221,,visa,credit
405306,,visa,credit
405345,,visa,debit
405385,,visa,debit
405425,,visa,debit
405428,,visa,debit
405433,,visa,debit
405494,,visa,debit
405533,,visa,credit
405610,,visa,debit
405771,,visa,credit
405818,,visa,debit
405902,,visa,debit
405919,,visa,debit
405921,,visa,credit
406001,,visa,debit
406019,,visa,debit
406021,,visa,debit
406032,,visa,debit
406041,,visa,credit
406042,,visa,debit
406043,,visa,debit
406045,,visa,debit
406049,,visa,debit
406050,,visa,debit
406053,,visa,debit
406068,,visa,debit
406076,,visa,credit
406080,,visa,credit
406095,,visa,credit
406130,,visa,credit
406168,,visa,credit
406228,,visa,debit
406315,,visa,debit
406498,,visa,credit
406655,,visa,credit
406669,,visa,credit
407050,,visa,credit
407057,,visa,debit
407110,,visa,credit
407166,,visa,credit
407204,,visa,debit
407220,,visa,credit
407221,,visa,credit
407284,,visa,debit
407303,,visa,credit
407433,,visa,credit
407458,,visa,credit
407505,,visa,credit
407714,,visa,debit
407715,,visa,debit
407807,,visa,debit
407871,,visa,credit
407892,,visa,credit
407928,,visa,debit
408104,,visa,debit
408106,,visa,debit
408161,,visa,credit
408185,,visa,debit
408244,408245,visa,credit
408328,,visa,debit
408490,,visa,credit
408530,,visa,debit
408540,,visa,debit
408577,,visa,debit
408597,,visa,credit
408620,,visa,credit
408687,,visa,debit
409015,,visa,credit
409070,,visa,credit
409153,,visa,debit
409259,,visa,debit
409263,,visa,credit
409308,,visa,credit
409311,,visa,debit
409483,,visa,credit
409486,,visa,debit
409531,,visa,debit
409600,,visa,credit
409601,,visa,credit
409602,,visa,credit
409603,,visa,credit
409609,,visa,debit
409636,,visa,debit
409666,,visa,credit
409675,,visa,credit
409851,,visa,debit
409912,,visa,credit
409970,,visa,credit
409982,,visa,debit
410063,410064,visa,credit
410118,,visa,debit
410131,,visa,debit
410180,,visa,credit
410181,,visa,credit
410280,410281,visa,credit
410368,,visa,credit
410489,,visa,debit
410505,,visa,credit
410626,,visa,credit
410651,,visa,debit
410687,,visa,debit
410791,,visa,credit
410839,,visa,debit
410843,,visa,debit
410852,,visa,credit
410863,,visa,credit
410894,,visa,debit
410970,,visa,credit
410998,,visa,credit
411016,,visa,credit
411079,,visa,debit
411097,,visa,credit
411399,,visa,debit
411507,,visa,credit
411583,,visa,credit
411770,411771,visa,debit
411773,411776,visa,debit
411777,,visa,debit
411816,,visa,credit
411904,,visa,credit
411911,,visa,credit
412025,,visa,debit
412039,,visa,credit
412042,,visa,debit
412061,,visa,credit
412134,,visa,credit
412141,,visa,debit
412174,,visa,credit
412177,,visa,credit
412185,,visa,credit
412187,,visa,credit
412345,,visa,credit
412451,,visa,debit
412453,,visa,debit
412541,,visa,credit
412570,,visa,debit
412712,,visa,debit
412752,,visa,debit
412757,,visa,debit
412775,,visa,debit
412781,,visa,credit
412800,,visa,credit
412983,,visa,credit
413022,,visa,debit
413252,,visa,credit
413332,,visa,credit
413348,,visa,credit
413366,,visa,debit
413388,,visa,debit
413491,,visa,debit
413498,,visa,debit
413571,,visa,debit
413572,,visa,debit
413574,413575,visa,debit
413577,,visa,debit
413602,,visa,credit
413718,413719,visa,credit
413753,,visa,debit
413757,,visa,debit
413900,,visa,debit
413966,,visa,debit
414049,,visa,debit
414170,,visa,credit
414221,,visa,debit
414314,,visa,debit
414382,,visa,credit
414434,,visa,debit
414446,,visa,debit
414449,,visa,debit
414580,,visa,debit
414707,,visa,credit
414709,,visa,credit
414711,,visa,credit
414718,,visa,credit
414720,,visa,credit
414721,,visa,credit
414726,,visa,credit
414729,,visa,credit
414730,,visa,credit
414734,,visa,credit
414737,,visa,credit
414740,,visa,credit
414750,,visa,debit
414773,,visa,credit
414776,,visa,credit
414778,,visa,credit
414781,,visa,credit
414912,,visa,debit
414930,,visa,debit
414949,,visa,debit
415001,,visa,credit
415006,,visa,debit
415079,,visa,credit
415231,,visa,debit
415274,,visa,credit
415275,,visa,credit
415342,,visa,debit
415359,,visa,debit
415417,,visa,credit
415500,,visa,debit
415557,,visa,credit
415560,,visa,debit
415594,,visa,debit
415710,,visa,debit
415711,,visa,debit
415726,,visa,debit
415786,,visa,debit
415793,,visa,debit
415853,,visa,debit
415874,,visa,debit
415894,,visa,debit
415932,,visa,debit
415956,,visa,debit
415967,,visa,debit
415974,,visa,credit
415975,,visa,debit
415977,,visa,debit
415982,,visa,debit
416047,,visa,debit
416081,,visa,debit
416085,,visa,debit
416422,,visa,debit
416502,,visa,credit
416511,,visa,debit
416818,,visa,credit
416832,,visa,debit
416838,,visa,debit
416844,,visa,debit
416916,,visa,debit
416917,,visa,credit
417008,,visa,credit
417094,,visa,credit
417480,,visa,credit
417849,,visa,credit
417968,,visa,credit
418080,,visa,credit
418094,,visa,credit
418134,,visa,credit
418238,,visa,debit
418505,,visa,debit
418524,,visa,debit
418545,,visa,debit
418546,,visa,debit
418621,,visa,credit
418646,,visa,debit
418742,,visa,debit
418802,,visa,debit
418964,,visa,credit
418967,,visa,credit
419002,,visa,debit
419027,,visa,debit
419047,,visa,debit
419048,,visa,debit
419189,,visa,credit
419276,,visa,credit
419310,,visa,credit
419402,,visa,debit
419460,,visa,credit
419494,,visa,debit
419560,,visa,credit
419623,,visa,credit
419625,,visa,credit
419628,,visa,credit
419993,,visa,credit
419995,,visa,debit
420027,,visa,debit
420199,,visa,credit
420202,,visa,credit
420206,,visa,credit
420272,,visa,credit
420333,,visa,debit
420377,,visa,debit
420567,,visa,credit
420709,,visa,debit
420718,,visa,debit
420719,,visa,debit
420767,,visa,debit
420785,,visa,credit
420973,,visa,credit
420992,,visa,debit
421002,,visa,debit
421003,,visa,debit
421010,,visa,debit
421075,,visa,debit
421168,,visa,credit
421316,,visa,debit
421364,,visa,credit
421368,,visa,debit
421409,,visa,debit
421410,,visa,debit
421424,,visa,debit
421473,,visa,debit
421704,,visa,credit
421712,,visa,debit
421763,421766,visa,debit
421802,,visa,credit
421844,,visa,credit
421845,,visa,credit
421847,,visa,credit
421848,,visa,credit
422004,422006,visa,credit
422053,,visa,credit
422061,,visa,credit
422100,,visa,credit
422184,,visa,debit
422200,,visa,credit
422201,,visa,credit
422224,,visa,credit
422240,,visa,credit
422274,,visa,credit
422329,,visa,debit
422373,,visa,debit
422400,,visa,credit
422438,,visa,debit
422477,,visa,debit
422486,,visa,debit
422727,,visa,debit
422749,,visa,debit
422834,,visa,credit
422921,,visa,debit
423171,,visa,debit
423340,,visa,credit
423568,,visa,debit
423602,,visa,debit
423608,,visa,credit
423646,,visa,credit
423729,,visa,credit
423731,,visa,debit
423817,,visa,debit
423829,,visa,debit
423884,,visa,debit
423904,,visa,debit
423908,,visa,debit
423910,,visa,debit
423953,,visa,debit
423974,,visa,debit
423999,,visa,debit
424327,,visa,credit
424604,,visa,credit
424631,,visa,credit
424671,,visa,debit
424721,,visa,debit
425031,425032,visa,debit
425038,,visa,debit
425331,,visa,credit
425380,,visa,debit
425421,,visa,debit
425599,,visa,credit
425627,425628,visa,debit
425637,,visa,debit
425788,,visa,credit
425806,,visa,credit
425808,,visa,debit
425816,,visa,debit
425828,,visa,debit
425838,,visa,debit
425851,,visa,credit
425907,,visa,debit
425908,425909,visa,debit
425981,,visa,credit
426012,,visa,credit
426055,,visa,credit
426207,,visa,debit
426241,,visa,credit
426245,,visa,credit
426354,,visa,credit
426414,,visa,debit
426428,426429,visa,credit
426448,,visa,debit
426451,,visa,credit
426452,,visa,credit
426465,,visa,credit
426545,,visa,debit
426550,,visa,debit
426569,,visa,credit
426603,,visa,debit
426615,,visa,debit
426628,,visa,debit
426629,,visa,debit
426650,426651,visa,credit
426681,,visa,credit
426684,,visa,credit
426685,,visa,credit
426690,,visa,credit
426692,,visa,credit
426779,,visa,debit
426803,,visa,credit
426807,,visa,credit
426808,,visa,debit
426936,,visa,debit
426960,,visa,debit
427088,,visa,debit
427138,,visa,credit
427178,,visa,debit
427277,,visa,credit
427324,,visa,credit
427360,,visa,credit
427509,,visa,debit
427514,,visa,debit
427535,,visa,debit
427538,,visa,debit
427737,,visa,credit
427938,,visa,debit
428038,,visa,debit
428208,,visa,debit
428240,,visa,credit
428258,,visa,credit
428259,,visa,credit
428332,,visa,debit
428474,,visa,debit
428575,,visa,credit
428703,,visa,credit
428732,,visa,debit
428733,,visa,debit
428999,,visa,credit
429058,,visa,debit
429123,,visa,debit
429162,,visa,credit
429164,,visa,debit
429176,,visa,debit
429312,429313,visa,credit
429319,429320,visa,credit
429371,,visa,debit
429420,,visa,debit
429475,,visa,debit
429522,,visa,debit
429754,429755,visa,credit
429768,,visa,credit
429819,,visa,debit
429984,,visa,debit
430023,,visa,credit
430064,,visa,debit
430279,,visa,debit
430326,,visa,debit
430496,,visa,credit
430497,,visa,credit
430500,,visa,credit
430535,,visa,credit
430572,,visa,credit
430586,,visa,debit
430587,,visa,credit
430594,,visa,debit
430605,,visa,debit
430612,,visa,debit
430623,,visa,debit
430627,,visa,debit
430628,,visa,debit
430644,,visa,debit
430657,,visa,credit
430675,,visa,credit
430679,,visa,credit
430839,,visa,debit
430854,,visa,debit
430858,,visa,debit
430914,,visa,debit
430951,,visa,credit
430981,,visa,credit
431067,,visa,credit
431196,,visa,credit
431230,,visa,debit
431231,,visa,debit
431243,,visa,credit
431303,,visa,credit
431307,,visa,credit
431308,,visa,credit
431351,,visa,credit
431352,,visa,credit
431371,,visa,credit
431406,,visa,debit
431471,,visa,debit
431568,,visa,debit
431692,,visa,debit
431931,,visa,debit
431935,,visa,debit
431939,,visa,debit
431940,,visa,debit
431947,,visa,debit
432032,,visa,credit
432071,,visa,credit
432132,,visa,credit
432134,,visa,debit
432204,,visa,credit
432206,,visa,credit
432207,,visa,credit
432238,,visa,debit
432371,432372,visa,debit
432374,,visa,debit
432376,432377,visa,debit
432383,,visa,debit
432384,,visa,debit
432466,,visa,credit
432522,,visa,credit
432548,,visa,debit
432557,,visa,debit
432624,,visa,debit
432626,,visa,debit
432628,,visa,debit
432630,,visa,debit
432692,,visa,debit
432729,,visa,credit
432739,,visa,debit
432747,,visa,credit
432749,,visa,credit
432855,,visa,debit
432876,,visa,debit
432881,,visa,debit
432917,,visa,debit
432942,,visa,credit
432945,,visa,debit
433006,,visa,credit
433199,,visa,debit
433214,,visa,debit
433443,,visa,debit
433454,,visa,debit
433460,,visa,credit
433477,,visa,debit
433576,,visa,debit
433718,,visa,debit
433759,,visa,debit
433793,,visa,credit
433822,,visa,credit
433830,,visa,credit
433852,,visa,credit
433993,,visa,credit
434097,,visa,credit
434159,,visa,debit
434167,,visa,debit
434198,,visa,credit
434217,,visa,credit
434254,,visa,debit
434256,434257,visa,debit
434258,,visa,debit
434260,,visa,debit
434271,,visa,credit
434287,,visa,credit
434443,,visa,credit
434471,,visa,credit
434499,,visa,credit
434675,,visa,debit
434691,,visa,credit
434769,,visa,debit
435140,,visa,debit
435142,,visa,debit
435157,,visa,debit
435173,,visa,debit
435179,,visa,debit
435237,,visa,credit
435272,,visa,debit
435541,,visa,debit
435544,435545,visa,debit
435549,,visa,debit
435577,,visa,credit
435583,,visa,debit
435603,,visa,debit
435619,,visa,debit
435643,,visa,debit
435680,,visa,debit
435685,,visa,debit
435687,,visa,debit
435688,,visa,debit
435702,,visa,debit
435760,,visa,debit
435794,,visa,debit
435807,,visa,debit
435880,,visa,debit
435921,,visa,debit
435925,,visa,debit
435983,,visa,credit
436181,,visa,debit
436303,,visa,debit
436345,,visa,credit
436346,,visa,credit
436356,,visa,credit
43638410,,visa,credit
436479,,visa,credit
436502,,visa,credit
436542,,visa,debit
436614,,visa,credit
436616,,visa,credit
436618,,visa,debit
436668,,visa,debit
436688,,visa,credit
436698,,visa,debit
436748,,visa,credit
436773,,visa,credit
436802,,visa,debit
437303,,visa,debit
437306,,visa,debit
437309,,visa,debit
437551,,visa,credit
437599,,visa,credit
437711,,visa,debit
437748,,visa,credit
437766,,visa,credit
438005,,visa,credit
438022,,visa,credit
438030,,visa,credit
438032,,visa,credit
438289,,visa,credit
438421,,visa,credit
438439,,visa,credit
438460,,visa,debit
438506,,visa,debit
438595,,visa,credit
438598,,visa,credit
438628,,visa,credit
438675,,visa,credit
438679,,visa,credit
438688,,visa,debit
438763,,visa,credit
438838,,visa,credit
438852,,visa,credit
438854,,visa,credit
438857,,visa,credit
438864,,visa,credit
438935,,visa,credit
438954,,visa,debit
438972,,visa,debit
439186,,visa,credit
439225,,visa,credit
439267,,visa,debit
439354,,visa,credit
439497,,visa,credit
439707,,visa,credit
439818,,visa,debit
439878,,visa,debit
439916,,visa,credit
440168,,visa,debit
440182,,visa,debit
440203,,visa,debit
440215,,visa,debit
440318,,visa,credit
440336,,visa,debit
440348,,visa,debit
440358,,visa,debit
440373,,visa,debit
440374,,visa,debit
440417,,visa,debit
440461,,visa,credit
440532,,visa,credit
440577,,visa,debit
440637,,visa,credit
440638,,visa,credit
440693,,visa,credit
440694,,visa,credit
440752,,visa,debit
440843,,visa,debit
441103,441104,visa,debit
441105,,visa,debit
441132,,visa,credit
441174,,visa,credit
441251,,visa,debit
441276,,visa,debit
441281,441282,visa,debit
441301,,visa,debit
441311,,visa,credit
441313,,visa,debit
441345,,visa,debit
441413,,visa,debit
441433,,visa,debit
441465,,visa,debit
441477,,visa,credit
441524,,visa,credit
441659,,visa,credit
441711,,visa,credit
441712,,visa,credit
441716,,visa,credit
441802,,visa,credit
441811,,visa,credit
441840,,visa,credit
441843,,visa,debit
441938,,visa,debit
442212,,visa,debit
442218,,visa,debit
442326,,visa,debit
442505,,visa,credit
442521,,visa,debit
442624,442625,visa,debit
442630,,visa,debit
442642,,visa,debit
442644,,visa,credit
442657,,visa,debit
442695,,visa,debit
442714,,visa,debit
442732,,visa,debit
442742,,visa,debit
442743,,visa,debit
442755,442756,visa,debit
442777,,visa,debit
442787,442791,visa,debit
442793,442794,visa,debit
442795,,visa,debit
442796,,visa,debit
442813,,visa,credit
442828,,visa,debit
442850,,visa,credit
442868,,visa,credit
442916,,visa,debit
442959,,visa,credit
443041,,visa,debit
443044,,visa,debit
443045,,visa,debit
443047,,visa,debit
443049,,visa,debit
443051,,visa,debit
443057,,visa,debit
443084,,visa,debit
443112,,visa,debit
443159,,visa,credit
443178,,visa,debit
443238,,visa,debit
443244,,visa,credit
443264,,visa,debit
443389,,visa,credit
443415,,visa,debit
443420,,visa,debit
443438,,visa,debit
443441,,visa,debit
443445,,visa,debit
443469,,visa,debit
443500,,visa,debit
443512,,visa,debit
443547,,visa,debit
443576,,visa,debit
443581,,visa,debit
443589,,visa,debit
443597,,visa,debit
443619,,visa,credit
443877,,visa,credit
443911,,visa,debit
443913,,visa,debit
444054,,visa,credit
444296,,visa,debit
444395,,visa,credit
444444,,visa,credit
444449,,visa,credit
444456,,visa,credit
444660,,visa,debit
444662,,visa,debit
444677,,visa,credit
444796,,visa,credit
444798,,visa,debit
444907,,visa,debit
444970,,visa,credit
445004,,visa,credit
445171,,visa,debit
445208,,visa,debit
445220,,visa,debit
445253,,visa,debit
445254,,visa,debit
445256,,visa,debit
445320,,visa,debit
445357,,visa,credit
445372,,visa,debit
445377,,visa,credit
445379,,visa,credit
445423,,visa,debit
445471,,visa,credit
445473,,visa,credit
445475,,visa,credit
445785,,visa,debit
445990,,visa,debit
445999,,visa,debit
446024,,visa,debit
446031,,visa,credit
446032,,visa,credit
446053,,visa,debit
446063,,visa,debit
446238,,visa,debit
446271,,visa,debit
446291,,visa,debit
446292,,visa,debit
446332,,visa,credit
446351,,visa,credit
446521,,visa,debit
446539,446540,visa,credit
446542,,visa,credit
446552,,visa,debit
446568,,visa,credit
446668,,visa,debit
446749,,visa,debit
446831,,visa,debit
447089,,visa,debit
447091,,visa,debit
447207,,visa,credit
447305,,visa,debit
447307,,visa,credit
447435,,visa,debit
447437,,visa,debit
447452,,visa,debit
447494,,visa,debit
447590,,visa,debit
447599,,visa,debit
447619,,visa,credit
447669,,visa,debit
447672,,visa,debit
447682,,visa,debit
447747,,visa,credit
447752,,visa,credit
447764,,visa,debit
447789,,visa,debit
447952,,visa,debit
447971,447972,visa,debit
447993,,visa,credit
448034,,visa,debit
448055,,visa,debit
448110,,visa,credit
448179,,visa,debit
448195,,visa,credit
448210,,visa,debit
448224,,visa,debit
448236,,visa,credit
448241,,visa,debit
448261,,visa,debit
448275,,visa,debit
448381,,visa,credit
448461,,visa,credit
448500,,visa,credit
448507,,visa,credit
448513,,visa,credit
448523,,visa,credit
448559,,visa,credit
448574,,visa,credit
448585,,visa,credit
448670,,visa,credit
448700,,visa,credit
448733,,visa,credit
448775,,visa,debit
448813,,visa,credit
448815,,visa,debit
448816,,visa,debit
448819,,visa,debit
448858,,visa,debit
448873,,visa,debit
448915,,visa,credit
449074,,visa,debit
449083,,visa,debit
449111,,visa,debit
449137,,visa,credit
449145,,visa,debit
449163,,visa,debit
449172,,visa,debit
449210,,visa,debit
449221,,visa,debit
449228,,visa,credit
449247,,visa,debit
449257,,visa,debit
449373,,visa,debit
449404,,visa,credit
449435,,visa,debit
449443,,visa,debit
449449,,visa,debit
449465,,visa,debit
449485,,visa,debit
449497,,visa,debit
449501,,visa,debit
449503,,visa,debit
449609,,visa,debit
449613,,visa,debit
449905,,visa,debit
450003,,visa,credit
450065,,visa,credit
450198,,visa,credit
450220,,visa,credit
450228,,visa,credit
450231,,visa,credit
450327,,visa,credit
450330,,visa,credit
450379,,visa,debit
450407,,visa,credit
450440,,visa,credit
450551,,visa,credit
450553,,visa,credit
450589,,visa,debit
450606,,visa,debit
450618,,visa,credit
450634,,visa,credit
450644,,visa,debit
450677,,visa,debit
450815,,visa,credit
450823,,visa,credit
450843,,visa,credit
450873,,visa,credit
450875,,visa,debit
450878,,visa,credit
450903,,visa,credit
450935,,visa,credit
450947,,visa,credit
450949,,visa,credit
450952,,visa,debit
450979,,visa,credit
450994,,visa,credit
450995,,visa,credit
451012,,visa,credit
451013,,visa,credit
451014,,visa,credit
451015,,visa,credit
451016,,visa,debit
451046,,visa,credit
451048,,visa,credit
451187,,visa,credit
451223,,visa,credit
451245,,visa,debit
451249,,visa,credit
451308,,visa,credit
451377,,visa,debit
451401,,visa,credit
451407,,visa,credit
451421,,visa,credit
451476,,visa,credit
451503,,visa,credit
451650,,visa,debit
451667,,visa,debit
451748,,visa,debit
451751,,visa,debit
451764,,visa,debit
451786,,visa,credit
451805,,visa,debit
451842,,visa,credit
451877,,visa,credit
451890,,visa,credit
451992,,visa,debit
452034,,visa,credit
452071,,visa,credit
452088,,visa,credit
452110,,visa,credit
452300,,visa,credit
452407,,visa,credit
452419,,visa,credit
452421,,visa,credit
452668,,visa,credit
452949,,visa,debit
453091,,visa,credit
453092,,visa,credit
453201,,visa,credit
453205,,visa,credit
453211,,visa,credit
453215,,visa,debit
453222,,visa,credit
453226,,visa,credit
453229,,visa,credit
453231,,visa,credit
453233,,visa,credit
453236,,visa,debit
453241,,visa,credit
453245,,visa,debit
453249,,visa,credit
453253,,visa,debit
453270,,visa,debit
453271,,visa,debit
453279,,visa,debit
453290,,visa,credit
453296,,visa,debit
453301,,visa,credit
453370,,visa,credit
453374,,visa,credit
453450,,visa,credit
453510,453511,visa,credit
453540,,visa,debit
453598,,visa,credit
453704,,visa,credit
453748,,visa,debit
453801,,visa,credit
453810,,visa,credit
453827,,visa,credit
453903,,visa,debit
453904,,visa,debit
453928,,visa,credit
453933,,visa,credit
453935,,visa,credit
453936,,visa,credit
453945,,visa,credit
453962,,visa,debit
453966,,visa,credit
453967,,visa,debit
453973,,visa,debit
453978,453979,visa,debit
453999,,visa,credit
454031,,visa,credit
454073,,visa,credit
454075,,visa,credit
454076,,visa,credit
454153,,visa,credit
454294,,visa,credit
454313,,visa,debit
454324,,visa,debit
454336,,visa,credit
454360,,visa,credit
454484,,visa,credit
454493,,visa,credit
454496,,visa,credit
454497,,visa,credit
454591,,visa,debit
454600,,visa,credit
454617,,visa,credit
454618,,visa,credit
454640,,visa,credit
454642,,visa,credit
454657,,visa,credit
454659,,visa,credit
454683,,visa,credit
454742,,visa,debit
454750,,visa,credit
454757,,visa,credit
454803,,visa,credit
454805,,visa,credit
454818,,visa,credit
454825,,visa,credit
454828,,visa,credit
454850,,visa,credit
454860,,visa,credit
454969,,visa,debit
455046,,visa,credit
455165,,visa,credit
455181,,visa,credit
455182,455184,visa,credit
455187,,visa,credit
455205,,visa,credit
455206,,visa,credit
455252,,visa,credit
455255,,visa,credit
